"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"decLinearProd","5yr_simple","linear",1,"trendER",1,0.3,127151.616089748,0.498302973336609,119593.022742448,0.529463645219491,192599.423041188,0.515753876890665,162091.457271425,0.622050284883566,183923.304286933,0.590559048389951,189920.954029225,0.537197086764514,85696.3993170111,61014.8005011659,0.651712859092316,1.53441808926828,61014.8005011659,0.651712859092316,1.53441808926828,36727.0282787191,0.3,0.300772577076882,1,1,0,1,135624.212984406,238684.406208211,106918.885900682
"decLinearProd","5yr_simple","linear",1,"trendER",2,0.3,124862.015373871,0.462161045999504,126016.560608175,0.485568753232426,189910.868476995,0.499469957124166,163248.876117673,0.638606115446461,189298.950183104,0.59937537422087,189905.621745085,0.510068045088606,73352.0200014858,56341.426266923,0.682007225789666,1.46626012479874,56341.426266923,0.682007225789666,1.46626012479874,30915.0962951338,0.3,0.309022749133014,1,1,0,1,142860.687671374,223725.436907641,101238.261979233
"decLinearProd","5yr_simple","linear",1,"trendER",3,0.3,130197.53071377,0.455670974643489,130094.916347323,0.458252580318345,185996.472448242,0.464173815200362,148766.631819269,0.719957793779445,159975.318101408,0.690348669136937,184252.46383459,0.466267360390995,93581.753052436,66750.8051610245,0.54178086817626,1.84576469701892,66750.8051610245,0.54178086817626,1.84576469701892,36253.9973191853,0.3,0.307495570280567,1,1,0,1,149649.527974864,281891.485221446,97149.292381648
"decLinearProd","5yr_simple","linear",1,"trendER",4,0.3,113519.727883126,0.481127098988374,105427.414042199,0.4949453704953,177177.247616012,0.522712796950197,166446.496133491,0.669996691598184,179360.993992644,0.620698312003976,178177.058965284,0.533794534994045,66057.9227550307,55490.0534467577,0.685706596451052,1.4583496865505,55490.0534467577,0.685706596451052,1.4583496865505,22695.620798292,0.3,0.299360886588845,0,0,0,1,174619.677805858,265283.452550395,106210.590024557
"decLinearProd","5yr_simple","linear",1,"trendER",5,0.3,101904.449506339,0.433579468967195,102484.251811876,0.458838077100103,162106.426611967,0.484440592545588,164506.721303262,0.490839370786736,182752.549247668,0.469533948008685,170234.174274723,0.499516400625704,76291.0423342409,50158.6255718025,0.681119402034536,1.46817136175089,50158.6255718025,0.681119402034536,1.46817136175089,30195.2433776339,0.3,0.309631074556353,1,1,0,1,140359.355663096,248742.463375077,96464.4076437351
"decLinearProd","5yr_simple","linear",1,"trendER",6,0.3,111331.635441179,0.380969923591987,108458.158689123,0.418462587828442,168543.734388485,0.460249822642318,144268.000223467,0.597658925364952,150159.709242543,0.591729780655048,165436.132492057,0.487626020169127,62031.6865140684,50725.1935331418,0.687711294476329,1.45409855564677,50725.1935331418,0.687711294476329,1.45409855564677,20921.296161256,0.3,0.314497739697469,1,1,0,1,129698.74082674,201845.162948237,80808.158026722
"decLinearProd","5yr_simple","linear",1,"trendER",7,0.3,130406.972307449,0.533132937979222,121789.455150093,0.567658410576317,189604.80039258,0.55039398701183,197509.817846963,0.632508561128013,208695.069809681,0.606111014669545,187449.152581582,0.568802031845202,86791.1198065483,64652.9105364392,0.66657614398164,1.50020370370102,64652.9105364392,0.66657614398164,1.50020370370102,25638.1630155881,0.3,0.310680056659226,1,1,0,1,197300.272972792,356077.610658757,122489.429133644
"decLinearProd","5yr_simple","linear",1,"trendER",8,0.3,115976.555518883,0.517293576742384,109187.852309066,0.509094012740356,172770.507843603,0.517437790340357,147829.397367472,0.591499416094885,156026.86229798,0.524440189796708,161773.055171119,0.510816861233886,90364.4652233253,56861.214225798,0.600987903066538,1.66392700235313,56861.214225798,0.600987903066538,1.66392700235313,38727.6279528537,0.3,0.308634688590137,0,1,0,1,132227.149551167,217328.357581642,96154.3279628581
"decLinearProd","5yr_simple","linear",1,"trendER",9,0.3,112805.878990811,0.392060163419237,110939.684588015,0.402298849147678,170946.786474871,0.447387277416506,149693.633898055,0.657256252036311,160023.439674859,0.633427778604934,165358.624004213,0.451866040778532,76798.3604006598,53243.4301750881,0.636073782874509,1.57214465825152,53243.4301750881,0.636073782874509,1.57214465825152,28435.2207757915,0.3,0.312046113894582,1,1,0,1,129693.283509621,245345.829052709,98730.3216679732
"decLinearProd","5yr_simple","linear",1,"trendER",10,0.3,99666.6189875462,0.466907786390765,100180.788703976,0.482581660664307,157824.88911304,0.468640902847744,137426.76444196,0.599134009491947,143764.905378567,0.582682301709862,153879.41619863,0.477326482522887,70952.5034585055,48305.6881618708,0.583070533860903,1.71505837103159,48305.6881618708,0.583070533860903,1.71505837103159,26870.6865973929,0.3,0.305083122866344,0,1,0,1,128271.049452704,210838.939612486,71666.4904916101
"decLinearProd","5yr_simple","linear",1,"trendER",11,0.3,125212.707941365,0.415944809224504,122456.598900198,0.42276958959097,188769.496240822,0.427880621110702,156994.688900702,0.602668681606196,160909.520087746,0.582429811421107,185314.83620446,0.419639560511684,85477.9009965528,59409.3720651687,0.566196432212018,1.76617149651261,59409.3720651687,0.566196432212018,1.76617149651261,31048.0779399472,0.3,0.307495096444967,1,1,0,1,170927.036950705,271656.737627976,96962.6427218341
"decLinearProd","5yr_simple","linear",1,"trendER",12,0.3,105476.70587823,0.529144096912704,108861.428619304,0.557502429643636,162236.385206151,0.592508150677729,132146.23203414,0.780599075614332,151465.384266639,0.776822069160418,161599.000449188,0.605092966654215,68554.4618923151,48670.9155618453,0.789197602849583,1.26710977883012,48670.9155618453,0.789197602849583,1.26710977883012,18949.4702737554,0.3,0.302200291171195,1,1,0,1,178571.77355154,336726.925378354,134665.954615181
"decLinearProd","5yr_simple","linear",1,"trendER",13,0.3,114135.590142045,0.490935806537537,117380.482893013,0.479233030901455,178285.925654583,0.479601548841326,130891.181100031,0.705099326760747,163444.478529355,0.634418669608696,178650.216161921,0.467495262652569,76749.3782193231,57096.9362094138,0.57804281021914,1.7299756736372,57096.9362094138,0.57804281021914,1.7299756736372,27198.5475345928,0.3,0.300738612333197,1,1,0,1,117402.611651196,206996.51276287,70953.8264178403
"decLinearProd","5yr_simple","linear",1,"trendER",14,0.3,105847.806612742,0.550081191233265,107329.451501228,0.575124015451756,164748.985463876,0.579209544654721,147591.181849508,0.776842263766992,173002.156584678,0.702421364498372,166111.680176909,0.587520850651376,56394.9176976469,56204.5997513326,0.713345736652898,1.40184478383808,56204.5997513326,0.713345736652898,1.40184478383808,23664.8670339478,0.3,0.306739907753509,0,0,0,1,118586.760100169,194228.492302021,83803.6038403509
"decLinearProd","5yr_simple","linear",1,"trendER",15,0.3,129879.045057299,0.462869516931042,123972.607863345,0.488439845942364,191069.596648195,0.497279505034299,154537.450570056,0.695866736774292,163624.267904624,0.648331920112474,187350.301794502,0.505234256353859,91088.8757645841,58337.4860932456,0.671658243269529,1.48885241865291,58337.4860932456,0.671658243269529,1.48885241865291,35805.5922979189,0.3,0.301743357489715,1,1,0,1,120291.090765876,216369.941703553,87389.5229033626
"decLinearProd","5yr_simple","linear",1,"trendER",16,0.3,87421.3851639243,0.652990435596104,90835.0799589281,0.700787270744837,127701.373958557,0.686501837688186,120333.068983332,0.800898385848892,115900.771468447,0.857539255086428,132283.616133824,0.710325762844869,53742.3218401321,35963.9433148092,0.855711873998405,1.16861765085413,35963.9433148092,0.855711873998405,1.16861765085413,13154.2157077626,0.3,0.2761304564119,1,1,0,1,153253.744090867,255774.482993236,105564.51568572
"decLinearProd","5yr_simple","linear",1,"trendER",17,0.3,107839.773738016,0.450452842847437,105907.162325912,0.462134365493694,157294.644098789,0.510482078724658,156767.644017734,0.632521578198677,165504.699062858,0.654782894633251,159327.167242404,0.521129356081878,75896.5391565351,51049.3531062124,0.720887671251581,1.38717866857652,51049.3531062124,0.720887671251581,1.38717866857652,28995.765058541,0.3,0.306846842052837,1,1,0,1,121707.850922225,178982.133709155,80904.2292460483
"decLinearProd","5yr_simple","linear",1,"trendER",18,0.3,93583.3647432958,0.604834704554065,93615.3861215493,0.576550492802536,133690.521061851,0.667971279431392,131041.811738396,0.761947817595936,137456.79315581,0.748829013325645,136196.510890327,0.637967289029343,71239.529812741,41419.7239455472,0.89401791726427,1.11854581512196,41419.7239455472,0.89401791726427,1.11854581512196,21613.3520831272,0.3,0.298745297810677,1,1,0,1,137318.506697149,245211.619102051,87153.736979965
"decLinearProd","5yr_simple","linear",1,"trendER",19,0.3,107301.342249056,0.490259542154728,100517.869095233,0.491280923276715,153671.071063527,0.556924675614561,132474.951412926,0.722356455939069,149515.223186909,0.666409748976483,157301.436338791,0.554590956938182,62040.4401049699,46353.4024538846,0.79192919922665,1.26273914508587,46353.4024538846,0.79192919922665,1.26273914508587,20780.3790936245,0.3,0.312861764234997,0,1,0,1,146377.674270725,235170.076651517,103894.376508867
"decLinearProd","5yr_simple","linear",1,"trendER",20,0.3,101001.285596052,0.548892708857291,103866.522342998,0.526434288428659,148639.874595247,0.573663154720402,121647.637255923,0.793823650764521,127931.239116239,0.748860742426957,144581.922992322,0.558914567601129,54177.4400948458,47092.8454423769,0.717447846922051,1.39382953658602,47092.8454423769,0.717447846922051,1.39382953658602,17965.4009124181,0.3,0.299163374056092,0,1,0,1,140069.792742922,240548.876158438,76975.6403707
