"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"decLinearProd","10yr_simple","linear",1,"trendER",1,0.58,77154.6674759449,0.554632785334842,77451.3766467795,0.561124524407749,167339.088647499,0.528779423468913,140424.441917158,0.589407597076633,164437.296806525,0.544491126284146,164106.619216211,0.534421631506705,54314.1272822641,81519.794883165,0.690649051456902,1.4479133763965,81519.794883165,0.690649051456902,1.4479133763965,36872.4882051508,0.487513226078926,0.509179994939016,0,1,0,1,88245.6360946692,237090.842677769,121890.352434401
"decLinearProd","10yr_simple","linear",1,"trendER",2,0.58,63202.4829551596,0.548411544673891,66999.7056514483,0.558444967097347,157689.183049123,0.547480663319845,137451.327194801,0.621184250535091,148376.282948383,0.556794719972357,157610.478212235,0.554160265118869,40536.411595667,76110.3736832426,0.709060270331367,1.41031734796348,76110.3736832426,0.709060270331367,1.41031734796348,28684.0199380156,0.536923627931483,0.516947093695236,0,0,0,1,96076.4679392227,210154.92774059,116327.132683078
"decLinearProd","10yr_simple","linear",1,"trendER",3,0.58,77624.3976070131,0.483879436268904,78134.1533699536,0.474809076925336,155758.660533808,0.471484523024027,120167.717149428,0.639002409023745,131137.5359657,0.589832700786925,158412.04701484,0.468229968230891,48098.4672102239,84050.3795964156,0.588472268381665,1.69931542016425,84050.3795964156,0.588472268381665,1.69931542016425,39549.3280900956,0.504737378264105,0.509256722776895,0,1,0,1,83687.2452752968,217978.026787701,127372.588387491
"decLinearProd","10yr_simple","linear",1,"trendER",4,0.58,66120.7083831732,0.637782355748433,60054.1617212146,0.630707856249234,158566.206818475,0.544972934441029,138689.273002202,0.668803244122769,152521.337575472,0.598008785376424,155104.887582171,0.549361543031576,30765.5793386013,74006.8375359599,0.654876739452149,1.5270049152098,74006.8375359599,0.654876739452149,1.5270049152098,24030.5458579952,0.496298881850589,0.490546451574254,0,0,0,1,97373.1298696285,257680.678668281,134414.421071671
"decLinearProd","10yr_simple","linear",1,"trendER",5,0.43,58068.3393093568,0.604473014272133,56908.7400347086,0.623748032957517,128408.135415614,0.541934989634736,122327.169339265,0.559907590818434,133901.011667872,0.514847871320409,133235.59418782,0.546350844899337,39324.9231767967,69446.6024587407,0.690676322660916,1.44785620585251,69446.6024587407,0.690676322660916,1.44785620585251,25438.4099395846,0.479130285043284,0.479425800966655,0,0,0,1,78829.1503401611,198332.479140081,119472.274547467
"decLinearProd","10yr_simple","linear",1,"trendER",6,0.505,65298.7672387063,0.461787923492016,64348.7061464172,0.464179130546002,144414.076023874,0.427566578301859,120446.28178675,0.565357327331248,128282.295968458,0.532947430336334,141160.158427749,0.435233605823149,36211.1094618953,60223.9263206053,0.686812192302407,1.45600210830226,60223.9263206053,0.686812192302407,1.45600210830226,23296.4745325298,0.449402993883314,0.443223054221967,0,0,0,1,84453.2112603421,208007.66838537,107954.914712583
"decLinearProd","10yr_simple","linear",1,"trendER",7,0.43,68776.7448193829,0.76083963150768,64894.6129140071,0.765806290670369,171179.886185723,0.604915968119335,115990.960417855,0.685893178161503,165888.137565519,0.628993210903605,166851.155553343,0.609539529485364,29985.8023133147,91696.2787247029,0.655670187745794,1.52515703579267,91696.2787247029,0.655670187745794,1.52515703579267,30157.8573574214,0.528412474313251,0.529153521140275,0,0,0,1,111023.09438649,219244.193674908,133740.01793641
"decLinearProd","10yr_simple","linear",1,"trendER",8,0.43,62861.0312016396,0.660396797797168,59257.8537819392,0.66595681769207,145838.407433306,0.55077512807254,120272.672316738,0.619872917996207,131259.185045213,0.545464959959202,145511.312881861,0.546525261793458,42510.9244729222,76639.3179358219,0.604542184387647,1.65414428608141,76639.3179358219,0.604542184387647,1.65414428608141,28740.6590917088,0.468114486897006,0.480234861032181,0,0,0,1,107968.176094158,204092.652405673,115753.029934628
"decLinearProd","10yr_simple","linear",1,"trendER",9,0.505,65724.3213583723,0.575983629995693,64721.6467929552,0.58730891021652,146663.067601032,0.545691672608049,112829.357848726,0.675085806399032,140801.125195797,0.6208878537554,145599.908482354,0.550780507190829,32079.3515918581,71177.0479001999,0.670993841563618,1.49032664393715,71177.0479001999,0.670993841563618,1.49032664393715,26149.3140073918,0.46970715725208,0.482086119750767,0,0,0,1,106703.495635925,227308.838053636,95847.5009468425
"decLinearProd","10yr_simple","linear",1,"trendER",10,0.58,68500.2225959126,0.532596018328822,69702.1902838839,0.54581828384704,145027.691707315,0.51593043097834,128901.963058994,0.604736031284577,141291.328508278,0.559989435682411,142414.813644159,0.519941908234647,31274.3612565508,73097.7548308844,0.695492540474191,1.43782994324884,73097.7548308844,0.695492540474191,1.43782994324884,27017.6198588563,0.495841058602279,0.498055949589607,0,0,0,1,90206.8274753331,209821.524871058,92055.8072554983
