"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"stationarywAR1","5yr_rwa","linear",1,"trendER",1,0.6,109506.770310553,0.634871793977377,109766.067242378,0.731787767769104,257595.56790789,0.482747526095011,221939.832670221,0.572624874597677,243900.046705828,0.575433808744403,269195.914480722,0.510477970493516,107133.909922165,154738.011567657,0.524969449916794,1.90487275051624,154738.011568657,0.524969449913834,1.90487275052698,170440.400735259,0.59973567843832,0.596555447182819,0,1,0,1,113496.282434746,253078.922009764,144273.116459606
"stationarywAR1","5yr_rwa","linear",1,"trendER",2,0.6,97330.6091347265,0.493837919663489,91975.0807906724,0.492620341496678,226197.039726062,0.387346606377733,222324.786841934,0.510769102372937,233592.83243551,0.495604070315552,232920.875498823,0.380894259322787,79315.8139557334,122467.844795006,0.446973614086806,2.23726852879909,122467.844796006,0.446973614083545,2.23726852881541,128381.082786393,0.596986751277702,0.607075050345514,0,1,0,1,97870.7140582508,227437.578238862,122233.129481545
"stationarywAR1","5yr_rwa","linear",1,"trendER",3,0.6,108911.51478354,0.498771174094992,100493.874082828,0.52993531551263,298660.574174831,0.398354131093723,279971.837596688,0.530405207624368,284853.384660335,0.522174953293927,304216.191671057,0.40604732704547,122135.625654822,162976.558183419,0.482703308388836,2.07166593354786,162976.558184419,0.482703308385929,2.07166593356034,207899.108081436,0.575525923289832,0.592437837023256,0,1,0,1,84569.4573821554,181251.366387096,93235.6497165737
"stationarywAR1","5yr_rwa","linear",1,"trendER",4,0.6,77039.8139825424,0.708488864144614,78540.8584335892,0.749209231249619,213367.410449213,0.535906519356223,189631.013906588,0.644487533454473,200326.731038655,0.610284861042039,212973.015009435,0.542225749371661,56578.8965105072,128782.665270664,0.606834701845559,1.64789521258213,128782.665271664,0.606834701841282,1.64789521259374,102890.022974225,0.569025367359135,0.561251768233993,0,0,0,1,115583.042256576,321058.932354389,145721.803350177
"stationarywAR1","5yr_rwa","linear",1,"trendER",5,0.6,80453.8600148915,0.515888379570199,78576.7945784281,0.525013387741433,204189.257356363,0.414120053249917,221201.633947204,0.441803740673621,228126.757708033,0.456028004647722,203281.626770297,0.422665608808414,73724.8508598682,120367.255187266,0.486340783288465,2.05617138097766,120367.255188266,0.486340783284789,2.0561713809932,138638.843378714,0.607237585576121,0.604617688638938,0,1,0,1,83094.3906011299,222307.506523313,105236.988337571
