"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"decLinearProd","5yr_rwa","linear",1,"trendER",1,0.3,122551.050070138,0.535008072236488,120522.538616967,0.55905756939612,186263.607348169,0.51487625500364,152191.293458549,0.630197052523711,169597.975860139,0.599931986479178,179166.167001848,0.529318218123204,94226.9041888097,63143.1322444417,0.847984285836793,1.17926713584462,63143.1322444417,0.847984285836793,1.17926713584462,29493.849677632,0.284907342947109,0.295007025599967,1,1,0,1,112460.203609861,226989.466454545,113780.005445821
"decLinearProd","5yr_rwa","linear",1,"trendER",2,0.3,117458.554233353,0.473582359936843,119427.836963769,0.49251436393843,190066.627632339,0.499501623992016,164386.968496994,0.639578842563991,186164.078409497,0.594956133596799,189253.117688792,0.509040428854208,71215.9525239157,53635.1870162552,0.785529247545206,1.27302707458063,53635.1870162552,0.785529247545206,1.27302707458063,29553.3704147456,0.315677106169024,0.308246910280606,1,1,0,1,132256.976812176,224252.43858774,108185.34868087
"decLinearProd","5yr_rwa","linear",1,"trendER",3,0.3,115788.816093,0.481586092004611,114573.406882861,0.482041789008306,187973.836721724,0.472146598990333,143401.187213475,0.72517817339963,149066.951081345,0.6945760126738,183471.423419106,0.473183616040783,90452.4492620898,61541.8053555467,0.57725201522787,1.73234561962551,61541.8053555467,0.57725201522787,1.73234561962551,35232.368130102,0.322124885915207,0.33536702357231,1,1,0,1,119007.972768154,249128.805332818,118393.84591954
"decLinearProd","5yr_rwa","linear",1,"trendER",4,0.3,112036.118465414,0.532620251655459,103341.983796498,0.532606740304519,177653.274112246,0.514508861473182,158236.808811062,0.666406215442884,170944.647411489,0.612766675363857,178644.981300662,0.52206832301117,64029.3333247338,53547.1861903783,0.666230543063162,1.50098192046592,53547.1861903783,0.666230543063162,1.50098192046592,25350.8085301111,0.31193612208173,0.314454933410388,0,0,0,1,140308.077768832,262468.338344322,113740.059058668
"decLinearProd","5yr_rwa","linear",1,"trendER",5,0.3,99916.1839066205,0.466255943675908,95105.8345843076,0.496815961666607,160057.240034783,0.480835822168492,164525.810626687,0.491255229737478,177817.050850891,0.471554191172287,166800.185394824,0.496244601320677,77218.6535493727,48023.7869111074,0.728384077517923,1.37290205931965,48023.7869111074,0.728384077517923,1.37290205931965,23822.9416743083,0.301850411438028,0.296618102151832,1,1,0,1,115448.611421981,251374.334518765,111077.087936978
"decLinearProd","5yr_rwa","linear",1,"trendER",6,0.3,114410.473042448,0.37015969951016,111262.333506566,0.378951653777065,168091.392934043,0.417259605748719,142980.783328448,0.596082395631718,153218.634742562,0.581141293630547,165792.863468632,0.431438072083486,63505.2445210539,47793.6589273082,0.760868860741638,1.31428693116088,47793.6589273082,0.760868860741638,1.31428693116088,19065.9907315324,0.275905937540616,0.287348646110723,1,1,0,1,114733.562138574,201845.162948237,99225.3429810605
"decLinearProd","5yr_rwa","linear",1,"trendER",7,0.3,130408.295059084,0.536397368818551,126607.795458868,0.550862948617502,196020.9188233,0.55800188627789,181495.981897842,0.649482588061968,191836.675510365,0.620337541100882,194786.642820075,0.568988507056368,75629.432417321,60651.6397175833,0.718316354146622,1.39214427491077,60651.6397175833,0.718316354146622,1.39214427491077,31607.6342365416,0.34524524938164,0.338595015455661,1,1,0,1,163887.052722295,359223.663170183,105917.561335608
"decLinearProd","5yr_rwa","linear",1,"trendER",8,0.3,108574.804236887,0.538107982622338,105197.843429457,0.541922952023859,173230.385932968,0.512945839867723,152955.131305802,0.585932932174835,161521.964035371,0.515119253276248,161977.830542364,0.507351422594868,92515.3207493361,51866.6259227545,0.763197128656653,1.31027746626898,51866.6259227545,0.763197128656653,1.31027746626898,32137.8141899908,0.290228066659265,0.293369116456506,0,1,0,1,118892.138520247,215487.4470052,90646.9787311203
"decLinearProd","5yr_rwa","linear",1,"trendER",9,0.3,113514.715839769,0.444406238008553,110109.894888794,0.448072038257429,174204.422154897,0.459122792260566,137274.17430702,0.684671643125544,146283.025430067,0.658537666349542,165072.229685578,0.463360289719276,71832.7226198789,48311.5054632383,0.661715427414746,1.51122364474242,48311.5054632383,0.661715427414746,1.51122364474242,26783.6070125126,0.319005564166058,0.330225593055609,1,1,0,1,124652.457639327,245683.543138732,91712.8205517391
"decLinearProd","5yr_rwa","linear",1,"trendER",10,0.3,103652.206902589,0.434350292913523,103171.251501038,0.448078486334731,161269.84496546,0.468255708628501,137072.547353182,0.593702407893288,143722.846871703,0.57572705861877,155166.460073965,0.476379967035726,70848.0923674691,53903.3175494357,0.619488150600144,1.61423588010719,53903.3175494357,0.619488150600144,1.61423588010719,25499.0595621753,0.298466396036445,0.309467419150436,0,1,0,1,124533.182601806,211362.818359235,67141.4752741854
