"year","iteration","sAg","ppnCUsLowerBM"
16,"1",96815.7939865274,NA
16,"2",112685.688092017,NA
16,"3",158352.046853092,NA
16,"4",54068.6060779272,NA
16,"5",57832.505940276,NA
17,"1",54686.0682789896,NA
17,"2",78783.3105411799,NA
17,"3",59533.4674264152,NA
17,"4",70907.2160571332,NA
17,"5",141520.952743971,NA
18,"1",63627.7751593034,NA
18,"2",153143.067036173,NA
18,"3",64345.6843507291,NA
18,"4",71634.9205935491,NA
18,"5",73075.5492361155,NA
19,"1",122649.709144301,NA
19,"2",115040.126691329,NA
19,"3",29595.8854279655,NA
19,"4",126800.094948805,NA
19,"5",130970.339362769,NA
20,"1",116322.983678269,NA
20,"2",67974.0021604465,NA
20,"3",70543.2155274323,NA
20,"4",113456.880497347,NA
20,"5",120625.842381886,NA
21,"1",88009.1528243454,NA
21,"2",101809.970167065,NA
21,"3",36123.9612897397,NA
21,"4",108672.146035016,NA
21,"5",126594.066771567,NA
22,"1",54735.1339480258,NA
22,"2",96586.861767297,NA
22,"3",67390.2389696333,NA
22,"4",63713.5949428155,NA
22,"5",77093.2238927695,NA
23,"1",79610.4472594185,NA
23,"2",108258.805297864,NA
23,"3",66172.209358968,NA
23,"4",35915.03682564,NA
23,"5",179918.380288332,NA
24,"1",102972.448513267,NA
24,"2",91679.5506062185,NA
24,"3",107442.063000533,NA
24,"4",43699.3647077162,NA
24,"5",192728.605146437,NA
25,"1",58939.6471844689,NA
25,"2",57813.7010593259,NA
25,"3",53576.172480025,NA
25,"4",55375.6662878292,NA
25,"5",156507.759502555,NA
26,"1",53442.8618776637,NA
26,"2",67682.2678456121,NA
26,"3",123917.775157387,NA
26,"4",61111.5456799539,NA
26,"5",110899.407244856,NA
27,"1",59603.0964108874,NA
27,"2",75324.9677803097,NA
27,"3",81278.3694873864,NA
27,"4",62378.2758060557,NA
27,"5",186745.484862732,NA
28,"1",69831.501339655,NA
28,"2",104475.345759117,NA
28,"3",84226.7820231167,NA
28,"4",73707.0874829841,NA
28,"5",205774.122427204,NA
29,"1",69963.6129569088,NA
29,"2",87955.9689689428,NA
29,"3",114129.556659459,NA
29,"4",74494.6730605289,NA
29,"5",149333.857682463,NA
30,"1",28756.5438288952,NA
30,"2",158245.667587862,NA
30,"3",155503.230947001,NA
30,"4",97809.7305810688,NA
30,"5",87134.5395712857,NA
31,"1",79202.4979539383,NA
31,"2",106621.275079611,NA
31,"3",82615.7737873138,NA
31,"4",38596.6713764764,NA
31,"5",61398.2521698013,NA
32,"1",64063.2925240348,NA
32,"2",111935.20178198,NA
32,"3",107434.650289914,NA
32,"4",35195.7383042375,NA
32,"5",56618.1992298641,NA
33,"1",137259.536166763,NA
33,"2",98742.0244339816,NA
33,"3",85516.0570766211,NA
33,"4",91109.8826119941,NA
33,"5",95211.403165903,NA
34,"1",99317.9606359459,NA
34,"2",122632.243850676,NA
34,"3",85577.6179729651,NA
34,"4",27991.4762099922,NA
34,"5",201275.177945071,NA
35,"1",86873.401289837,NA
35,"2",92860.1880695036,NA
35,"3",68232.0393885353,NA
35,"4",33068.3088797713,NA
35,"5",63497.9844241484,NA
36,"1",137222.743434606,NA
36,"2",73208.5904208721,NA
36,"3",89496.4161020097,NA
36,"4",49350.8899511317,NA
36,"5",55010.3316669205,NA
37,"1",70620.0354095785,NA
37,"2",70880.0355458916,NA
37,"3",66610.9290668041,NA
37,"4",32383.6784398545,NA
37,"5",46129.1491115279,NA
38,"1",72163.8859357101,NA
38,"2",167911.365956034,NA
38,"3",81436.686359987,NA
38,"4",35706.6087719184,NA
38,"5",188522.860988361,NA
39,"1",141368.127546096,NA
39,"2",92907.9205885569,NA
39,"3",73199.8288952504,NA
39,"4",38030.6590709262,NA
39,"5",89688.7304139139,NA
40,"1",58573.3266951091,NA
40,"2",118354.835633774,NA
40,"3",87443.9812486879,NA
40,"4",90048.5943577748,NA
40,"5",66575.9134020262,NA
41,"1",37482.2855365774,NA
41,"2",136490.461739179,NA
41,"3",83074.9262094545,NA
41,"4",55654.122426699,NA
41,"5",134851.54552407,NA
42,"1",90659.0739498781,NA
42,"2",103778.976088339,NA
42,"3",67137.6095424353,NA
42,"4",35482.1392304665,NA
42,"5",77946.5571543033,NA
43,"1",53374.8953065825,NA
43,"2",90335.2728026603,NA
43,"3",124237.484668978,NA
43,"4",74031.8284342831,NA
43,"5",91028.0335606158,NA
44,"1",71216.8218261855,NA
44,"2",115668.670758584,NA
44,"3",102164.232277196,NA
44,"4",40437.3245954167,NA
44,"5",96234.456317979,NA
45,"1",87998.4886774571,NA
45,"2",211945.905779542,NA
45,"3",73892.1702581349,NA
45,"4",91237.9311009375,NA
45,"5",59744.030192994,NA
46,"1",74544.7883439334,NA
46,"2",102622.818642223,NA
46,"3",84474.5688108195,NA
46,"4",129741.50353168,NA
46,"5",73033.9283632565,NA
47,"1",54189.8069965953,NA
47,"2",105104.926238264,NA
47,"3",62004.4123029358,NA
47,"4",188490.29513726,NA
47,"5",48164.1064101019,NA
48,"1",61501.4590667174,NA
48,"2",111955.534280193,NA
48,"3",107076.127217518,NA
48,"4",114401.889090481,NA
48,"5",72147.6233375847,NA
49,"1",99194.210318366,NA
49,"2",43560.9094845506,NA
49,"3",115592.252779817,NA
49,"4",61197.6671490051,NA
49,"5",69999.3793275511,NA
50,"1",102697.406825975,NA
50,"2",70340.2864913366,NA
50,"3",63006.9722291786,NA
50,"4",70718.2995256661,NA
50,"5",67080.1855565886,NA
51,"1",159344.994613793,1
51,"2",63279.9626856246,1
51,"3",109322.347586592,1
51,"4",35121.6849181623,1
51,"5",89604.5095099981,1
52,"1",305393.769024375,1
52,"2",111042.781313741,1
52,"3",85237.118041415,1
52,"4",120437.164636479,1
52,"5",118150.451255134,1
53,"1",84482.4151838675,1
53,"2",176031.016043003,1
53,"3",64925.617559088,1
53,"4",84035.0141083694,1
53,"5",120194.175253165,1
54,"1",86376.0544024791,1
54,"2",200329.846987358,1
54,"3",48751.0007497603,1
54,"4",89447.6679556697,1
54,"5",63757.8448858281,1
55,"1",82341.8462550859,1
55,"2",81941.1820182076,1
55,"3",78169.745982954,1
55,"4",60960.4006933843,1
55,"5",95730.0822649329,1
56,"1",29578.4388003522,1
56,"2",92615.1859551619,1
56,"3",110068.07394559,1
56,"4",189620.897122822,1
56,"5",199242.210590343,1
57,"1",79981.0442592574,1
57,"2",105865.340831945,1
57,"3",99028.8803434825,1
57,"4",162241.165534539,1
57,"5",70201.9277587494,1
58,"1",122245.529152737,1
58,"2",106385.232568737,1
58,"3",110452.185786429,1
58,"4",128200.849796999,1
58,"5",133145.708420543,1
59,"1",90364.4054290719,1
59,"2",59333.9100270809,1
59,"3",42387.4527611837,1
59,"4",109504.699219912,1
59,"5",58219.6306360458,1
60,"1",120534.803568319,1
60,"2",168078.901900691,1
60,"3",142349.854053048,1
60,"4",104764.749327338,1
60,"5",156845.62685129,1
61,"1",71799.1960984515,1
61,"2",87823.8284832692,1
61,"3",56621.7643333595,1
61,"4",201653.917883472,1
61,"5",57859.7516324292,1
62,"1",106347.880702567,1
62,"2",53398.7207345357,1
62,"3",227083.307895521,1
62,"4",115302.55603573,1
62,"5",118920.680959636,1
63,"1",116982.611838421,1
63,"2",38274.4025672489,1
63,"3",123217.541406349,1
63,"4",133738.355678861,1
63,"5",108793.806721754,1
64,"1",203154.990852662,1
64,"2",113452.353684688,1
64,"3",93143.34704011,1
64,"4",69625.9095439331,1
64,"5",118272.135088633,1
65,"1",60549.811313691,1
65,"2",36681.5998418094,1
65,"3",163862.452011954,1
65,"4",109342.21782325,1
65,"5",51902.1650241525,1
66,"1",166266.429509919,1
66,"2",115630.553653687,1
66,"3",89546.9533277764,1
66,"4",90093.1831446517,1
66,"5",38461.816544426,1
67,"1",113693.623623027,1
67,"2",39576.2242222908,1
67,"3",97692.1996819956,1
67,"4",81811.0368355978,1
67,"5",94776.3827444857,1
68,"1",116366.571376995,1
68,"2",10398.9141769298,0
68,"3",160721.358936765,1
68,"4",59298.4822795323,1
68,"5",34853.8703804147,1
69,"1",80462.9571452073,1
69,"2",80900.0673412982,1
69,"3",163911.378187124,1
69,"4",72611.9209677286,1
69,"5",34685.6147063672,1
70,"1",110625.852626915,1
70,"2",64441.4691347864,1
70,"3",76167.2309443236,1
70,"4",72227.6799948025,1
70,"5",64866.4550940726,1
71,"1",188328.635063133,1
71,"2",117615.218585643,1
71,"3",65816.0695292309,1
71,"4",64689.8463693915,1
71,"5",97896.8571447492,1
72,"1",75006.7330075817,1
72,"2",76989.2230588579,1
72,"3",52485.3871524504,1
72,"4",47089.4549332643,1
72,"5",38128.2466364693,1
73,"1",106604.458106805,1
73,"2",82091.6002179757,1
73,"3",153193.567468417,1
73,"4",48122.0441098017,1
73,"5",107237.034174133,1
74,"1",39282.5446056707,1
74,"2",42653.5292971377,1
74,"3",95102.1831401632,1
74,"4",59658.3993713424,1
74,"5",64810.3687234598,1
75,"1",70033.6352675226,1
75,"2",63509.5186476826,1
75,"3",53886.0684372392,1
75,"4",93515.1806148859,1
75,"5",50108.3424984415,1
76,"1",63153.9271362312,1
76,"2",34971.6748749069,1
76,"3",78697.6840627236,1
76,"4",71246.4704871041,1
76,"5",86492.8997110068,1
77,"1",150199.612228805,1
77,"2",82365.9844563218,1
77,"3",37858.8721120074,1
77,"4",44789.1590345692,1
77,"5",84461.7185269389,1
78,"1",98675.0141255407,1
78,"2",90879.3603737876,1
78,"3",111869.942373418,1
78,"4",53874.6666376453,1
78,"5",41868.7417424812,1
79,"1",57156.9727805981,1
79,"2",59240.7878812573,1
79,"3",106051.607236633,1
79,"4",182161.875676829,1
79,"5",53561.1362277012,1
80,"1",69531.0950233604,1
80,"2",43262.6350635686,1
80,"3",34962.2927574764,1
80,"4",83385.9718626342,1
80,"5",44146.4199407628,1
81,"1",23087.4421524598,0
81,"2",93887.4687574279,1
81,"3",91960.9922426076,1
81,"4",19287.4244226354,0
81,"5",97453.9563534124,1
82,"1",39073.0414734127,1
82,"2",29581.3885229423,1
82,"3",62137.0861444595,1
82,"4",37934.0057285638,1
82,"5",93165.4345832925,1
83,"1",30067.7333723387,1
83,"2",70909.9727754189,1
83,"3",36602.7103595743,1
83,"4",25854.4865146146,0
83,"5",22997.9366076885,0
84,"1",25554.5374934663,0
84,"2",65022.3773309314,1
84,"3",56691.092964199,1
84,"4",27943.4832802664,1
84,"5",46784.9015746313,1
85,"1",21086.3424183621,0
85,"2",44341.3340929194,1
85,"3",39873.6238764848,1
85,"4",24411.4981417213,0
85,"5",65002.3305971138,1
86,"1",37563.9900047285,1
86,"2",38082.8171436209,1
86,"3",69647.1472970447,1
86,"4",16274.51618443,0
86,"5",4920.04903382074,0
87,"1",28133.911457977,1
87,"2",19117.1383416168,0
87,"3",66198.7295980988,1
87,"4",25217.9708918428,0
87,"5",30675.3095969998,1
88,"1",32023.3430075406,1
88,"2",35019.8837171308,1
88,"3",13987.8626696024,0
88,"4",15266.042206981,0
88,"5",39117.2613493377,1
89,"1",16321.9421272974,0
89,"2",28924.4611853002,1
89,"3",33925.8776468182,1
89,"4",12587.5716113606,0
89,"5",21352.4080787806,0
90,"1",15694.1449560561,0
90,"2",12738.9572512239,0
90,"3",33906.9585604963,1
90,"4",11077.0703404275,0
90,"5",20745.660835869,0
91,"1",19570.8131828455,0
91,"2",23587.4124747061,0
91,"3",15696.3140827274,0
91,"4",30798.1579267991,1
91,"5",12197.735317752,0
92,"1",12660.7086927227,0
92,"2",7698.45902541875,0
92,"3",24382.9701524353,1
92,"4",3730.8948432558,0
92,"5",12948.4000662496,0
93,"1",8952.55659103171,0
93,"2",13695.3768079309,0
93,"3",15055.5042768014,0
93,"4",15603.6756247086,0
93,"5",11146.2391851037,0
94,"1",27378.8524276561,1
94,"2",22271.5795209754,0
94,"3",15281.105565333,0
94,"4",15944.015187689,0
94,"5",9741.90899755724,0
95,"1",9613.28774699967,0
95,"2",18760.1124570656,0
95,"3",10542.4417848562,0
95,"4",5915.59690939095,0
95,"5",9694.93846444348,0
96,"1",41245.3923870671,1
96,"2",5870.30155793228,0
96,"3",17772.6760883601,0
96,"4",4401.33468232588,0
96,"5",6246.62472862563,0
97,"1",10610.7788306587,0
97,"2",9334.84815605843,0
97,"3",18236.574171088,0
97,"4",9846.75445774155,0
97,"5",3525.25162353013,0
98,"1",8628.6159982351,0
98,"2",10486.4661049677,0
98,"3",4924.07412173652,0
98,"4",5399.50500515783,0
98,"5",6741.86120409248,0
99,"1",37714.4011764945,1
99,"2",11028.658209828,0
99,"3",17267.8241879061,0
99,"4",2021.91630282259,0
99,"5",3203.38275739738,0
100,"1",17082.1068457289,0
100,"2",4586.50271659223,0
100,"3",30596.3922749432,1
100,"4",4173.5682292472,0
100,"5",3881.42703774433,0
