manUnit,stkName,stk,model,minER,maxER,cvER,usERScalar,canERScalar,tauCycAge,alpha,beta0,sigma,sigmaProd,coef1,covarInit,mu_logCovar1,sig_logCovar1,min_logCovar,max_logCovar,aveGenTime,ageFirstRec,ageMaxRec,larkAlpha,larkBeta0,larkBeta1,larkBeta2,larkBeta3,larkSigma,meanRec2,meanRec3,meanRec4,meanRec5,meanRec6,medianRec,lowQRec,highQRec,meanDBE,sdDBE,medMA,meanForecast,sdForecast
LGS-ECVI,Cowichan,1,ricker,0.005,0.9,0.228,1,1,1.1,0.5222428,7.61E-05,0.75,0.2,0,0,0,0,0,0,4,2,5,NA,NA,NA,NA,NA,NA,0.31752216,0.520832,0.18424085,0.00390591,0,4096.5,1759,16083,NA,NA,NA,NA,NA
