manUnit,stkName,stk,model,minER,maxER,cvER,cvERcan,usERScalar,canERScalar,tauCycAge,alpha,beta0,sigma,sigmaProd,coef1,covarInit,mu_logCovar1,sig_logCovar1,min_logCovar,max_logCovar,aveGenTime,ageFirstRec,ageMaxRec,larkAlpha,larkBeta0,larkBeta1,larkBeta2,larkBeta3,larkSigma,meanRec2,meanRec3,meanRec4,meanRec5,meanRec6,medianRec,lowQRec,highQRec,meanDBE,sdDBE,medMA,meanForecast,sdForecast
Fall41,Harrison,1,ricker,0.005,0.95,0.225,0.225,1,1,0.5,2,6.92E-06,0.8,0.2,0,0,0,0,0,0,5,2,5,NA,NA,NA,NA,NA,NA,0.19,0.35,0.43,0.03,0,133144,60406.2,383960.4,NA,NA,NA,NA,NA
